"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","860","validation of screen shot","","Thu Feb 27 23:30:26 GMT 2025","failed","Thu Feb 27 23:30:27 GMT 2025","Demo page","","",""
"","0","should admin radio button is present","","Thu Feb 27 23:30:25 GMT 2025","skipped","Thu Feb 27 23:30:25 GMT 2025","Home Page","","",""
"","840","validation","","Thu Feb 27 23:30:25 GMT 2025","failed","Thu Feb 27 23:30:26 GMT 2025","Demo page","","",""
"","1154","Child window handling","","Thu Feb 27 23:30:17 GMT 2025","failed","Thu Feb 27 23:30:18 GMT 2025","","","",""
"","1","validate the free link is visible or not","","Thu Feb 27 23:30:25 GMT 2025","skipped","Thu Feb 27 23:30:25 GMT 2025","Home Page","","",""
"","1152","get started link","","Thu Feb 27 23:30:21 GMT 2025","passed","Thu Feb 27 23:30:22 GMT 2025","","","",""
"","607","validate the page title","","Thu Feb 27 23:30:24 GMT 2025","failed","Thu Feb 27 23:30:25 GMT 2025","Home Page","","",""
"","850","Different types of locator","","Thu Feb 27 23:30:19 GMT 2025","failed","Thu Feb 27 23:30:19 GMT 2025","","","",""
"","851","@web Error validation","","Thu Feb 27 23:30:20 GMT 2025","failed","Thu Feb 27 23:30:21 GMT 2025","","","",""
"","2008","@UI Locator","","Thu Feb 27 23:30:22 GMT 2025","passed","Thu Feb 27 23:30:24 GMT 2025","","","",""
