"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Mar 23 23:26:46 GMT 2024","Sat Mar 23 23:26:50 GMT 2024","3731","","","","","","Child window handling",""
"passed","Sat Mar 23 23:27:06 GMT 2024","Sat Mar 23 23:27:06 GMT 2024","705","","","Home Page","","","validate the free link is visible or not",""
"passed","Sat Mar 23 23:27:07 GMT 2024","Sat Mar 23 23:27:12 GMT 2024","4936","","","Demo page","","","validation",""
"passed","Sat Mar 23 23:26:59 GMT 2024","Sat Mar 23 23:27:03 GMT 2024","3919","","","","","","@UI Locator",""
"passed","Sat Mar 23 23:26:53 GMT 2024","Sat Mar 23 23:26:57 GMT 2024","4075","","","","","","@web Error validation",""
"passed","Sat Mar 23 23:27:03 GMT 2024","Sat Mar 23 23:27:06 GMT 2024","2595","","","Home Page","","","validate the page title",""
"passed","Sat Mar 23 23:27:06 GMT 2024","Sat Mar 23 23:27:07 GMT 2024","817","","","Home Page","","","should admin radio button is present",""
"passed","Sat Mar 23 23:26:50 GMT 2024","Sat Mar 23 23:26:53 GMT 2024","3450","","","","","","Different types of locator",""
"passed","Sat Mar 23 23:26:57 GMT 2024","Sat Mar 23 23:26:59 GMT 2024","1672","","","","","","get started link",""
"passed","Sat Mar 23 23:27:12 GMT 2024","Sat Mar 23 23:27:18 GMT 2024","5431","","","Demo page","","","validation of screen shot",""
