"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jan 06 23:26:47 GMT 2024","Sat Jan 06 23:26:51 GMT 2024","3944","","","","","","@web Error validation",""
"passed","Sat Jan 06 23:26:44 GMT 2024","Sat Jan 06 23:26:47 GMT 2024","3759","","","","","","Different types of locator",""
"passed","Sat Jan 06 23:27:01 GMT 2024","Sat Jan 06 23:27:07 GMT 2024","5916","","","Demo page","","","validation",""
"passed","Sat Jan 06 23:26:40 GMT 2024","Sat Jan 06 23:26:44 GMT 2024","3890","","","","","","Child window handling",""
"passed","Sat Jan 06 23:26:51 GMT 2024","Sat Jan 06 23:26:53 GMT 2024","1315","","","","","","get started link",""
"passed","Sat Jan 06 23:26:53 GMT 2024","Sat Jan 06 23:26:56 GMT 2024","3743","","","","","","@UI Locator",""
"passed","Sat Jan 06 23:27:00 GMT 2024","Sat Jan 06 23:27:01 GMT 2024","892","","","Home Page","","","should admin radio button is present",""
"passed","Sat Jan 06 23:26:59 GMT 2024","Sat Jan 06 23:27:00 GMT 2024","925","","","Home Page","","","validate the free link is visible or not",""
"passed","Sat Jan 06 23:26:56 GMT 2024","Sat Jan 06 23:26:59 GMT 2024","2577","","","Home Page","","","validate the page title",""
"passed","Sat Jan 06 23:27:07 GMT 2024","Sat Jan 06 23:27:13 GMT 2024","6663","","","Demo page","","","validation of screen shot",""
