"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Sep 23 23:29:43 GMT 2024","Mon Sep 23 23:29:44 GMT 2024","632","","","Home Page","","","validate the page title",""
"failed","Mon Sep 23 23:29:44 GMT 2024","Mon Sep 23 23:29:45 GMT 2024","844","","","Demo page","","","validation",""
"skipped","Mon Sep 23 23:29:44 GMT 2024","Mon Sep 23 23:29:44 GMT 2024","1","","","Home Page","","","validate the free link is visible or not",""
"passed","Mon Sep 23 23:29:38 GMT 2024","Mon Sep 23 23:29:39 GMT 2024","1018","","","","","","get started link",""
"failed","Mon Sep 23 23:29:45 GMT 2024","Mon Sep 23 23:29:46 GMT 2024","841","","","Demo page","","","validation of screen shot",""
"skipped","Mon Sep 23 23:29:44 GMT 2024","Mon Sep 23 23:29:44 GMT 2024","0","","","Home Page","","","should admin radio button is present",""
"failed","Mon Sep 23 23:29:36 GMT 2024","Mon Sep 23 23:29:36 GMT 2024","841","","","","","","Different types of locator",""
"failed","Mon Sep 23 23:29:37 GMT 2024","Mon Sep 23 23:29:38 GMT 2024","844","","","","","","@web Error validation",""
"passed","Mon Sep 23 23:29:39 GMT 2024","Mon Sep 23 23:29:43 GMT 2024","4167","","","","","","@UI Locator",""
"failed","Mon Sep 23 23:29:34 GMT 2024","Mon Sep 23 23:29:35 GMT 2024","1022","","","","","","Child window handling",""
