"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","validate the free link is visible or not","","Wed Mar 19 23:32:09 GMT 2025","skipped","Wed Mar 19 23:32:09 GMT 2025","Home Page","","",""
"","865","validation of screen shot","","Wed Mar 19 23:32:10 GMT 2025","failed","Wed Mar 19 23:32:11 GMT 2025","Demo page","","",""
"","888","Different types of locator","","Wed Mar 19 23:32:02 GMT 2025","failed","Wed Mar 19 23:32:03 GMT 2025","","","",""
"","619","validate the page title","","Wed Mar 19 23:32:08 GMT 2025","failed","Wed Mar 19 23:32:09 GMT 2025","Home Page","","",""
"","0","should admin radio button is present","","Wed Mar 19 23:32:09 GMT 2025","skipped","Wed Mar 19 23:32:09 GMT 2025","Home Page","","",""
"","1879","@UI Locator","","Wed Mar 19 23:32:06 GMT 2025","passed","Wed Mar 19 23:32:08 GMT 2025","","","",""
"","1307","get started link","","Wed Mar 19 23:32:05 GMT 2025","passed","Wed Mar 19 23:32:06 GMT 2025","","","",""
"","897","@web Error validation","","Wed Mar 19 23:32:04 GMT 2025","failed","Wed Mar 19 23:32:05 GMT 2025","","","",""
"","5181","Child window handling","","Wed Mar 19 23:31:57 GMT 2025","failed","Wed Mar 19 23:32:02 GMT 2025","","","",""
"","891","validation","","Wed Mar 19 23:32:09 GMT 2025","failed","Wed Mar 19 23:32:10 GMT 2025","Demo page","","",""
