"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sat Sep 28 23:31:38 GMT 2024","Sat Sep 28 23:31:39 GMT 2024","837","","","Demo page","","","validation",""
"failed","Sat Sep 28 23:31:30 GMT 2024","Sat Sep 28 23:31:31 GMT 2024","832","","","","","","Different types of locator",""
"passed","Sat Sep 28 23:31:34 GMT 2024","Sat Sep 28 23:31:37 GMT 2024","3049","","","","","","@UI Locator",""
"failed","Sat Sep 28 23:31:39 GMT 2024","Sat Sep 28 23:31:40 GMT 2024","836","","","Demo page","","","validation of screen shot",""
"failed","Sat Sep 28 23:31:37 GMT 2024","Sat Sep 28 23:31:38 GMT 2024","625","","","Home Page","","","validate the page title",""
"passed","Sat Sep 28 23:31:33 GMT 2024","Sat Sep 28 23:31:34 GMT 2024","1132","","","","","","get started link",""
"failed","Sat Sep 28 23:31:29 GMT 2024","Sat Sep 28 23:31:30 GMT 2024","909","","","","","","Child window handling",""
"skipped","Sat Sep 28 23:31:38 GMT 2024","Sat Sep 28 23:31:38 GMT 2024","0","","","Home Page","","","should admin radio button is present",""
"skipped","Sat Sep 28 23:31:38 GMT 2024","Sat Sep 28 23:31:38 GMT 2024","1","","","Home Page","","","validate the free link is visible or not",""
"failed","Sat Sep 28 23:31:32 GMT 2024","Sat Sep 28 23:31:32 GMT 2024","828","","","","","","@web Error validation",""
