"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Sep 13 23:30:47 GMT 2024","Fri Sep 13 23:30:48 GMT 2024","1291","","","","","","get started link",""
"passed","Fri Sep 13 23:30:48 GMT 2024","Fri Sep 13 23:30:52 GMT 2024","3987","","","","","","@UI Locator",""
"failed","Fri Sep 13 23:30:54 GMT 2024","Fri Sep 13 23:30:55 GMT 2024","859","","","Demo page","","","validation of screen shot",""
"failed","Fri Sep 13 23:30:44 GMT 2024","Fri Sep 13 23:30:45 GMT 2024","886","","","","","","Different types of locator",""
"failed","Fri Sep 13 23:30:41 GMT 2024","Fri Sep 13 23:30:44 GMT 2024","3184","","","","","","Child window handling",""
"skipped","Fri Sep 13 23:30:52 GMT 2024","Fri Sep 13 23:30:52 GMT 2024","1","","","Home Page","","","validate the free link is visible or not",""
"failed","Fri Sep 13 23:30:52 GMT 2024","Fri Sep 13 23:30:52 GMT 2024","643","","","Home Page","","","validate the page title",""
"skipped","Fri Sep 13 23:30:52 GMT 2024","Fri Sep 13 23:30:52 GMT 2024","0","","","Home Page","","","should admin radio button is present",""
"failed","Fri Sep 13 23:30:45 GMT 2024","Fri Sep 13 23:30:46 GMT 2024","897","","","","","","@web Error validation",""
"failed","Fri Sep 13 23:30:53 GMT 2024","Fri Sep 13 23:30:54 GMT 2024","855","","","Demo page","","","validation",""
