"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","638","validate the page title","","Wed Jan 29 23:29:50 GMT 2025","failed","Wed Jan 29 23:29:50 GMT 2025","Home Page","","",""
"","1871","Child window handling","","Wed Jan 29 23:29:41 GMT 2025","failed","Wed Jan 29 23:29:43 GMT 2025","","","",""
"","1187","get started link","","Wed Jan 29 23:29:46 GMT 2025","passed","Wed Jan 29 23:29:47 GMT 2025","","","",""
"","831","@web Error validation","","Wed Jan 29 23:29:45 GMT 2025","failed","Wed Jan 29 23:29:46 GMT 2025","","","",""
"","834","validation of screen shot","","Wed Jan 29 23:29:52 GMT 2025","failed","Wed Jan 29 23:29:53 GMT 2025","Demo page","","",""
"","1","should admin radio button is present","","Wed Jan 29 23:29:50 GMT 2025","skipped","Wed Jan 29 23:29:50 GMT 2025","Home Page","","",""
"","843","Different types of locator","","Wed Jan 29 23:29:44 GMT 2025","failed","Wed Jan 29 23:29:44 GMT 2025","","","",""
"","0","validate the free link is visible or not","","Wed Jan 29 23:29:50 GMT 2025","skipped","Wed Jan 29 23:29:50 GMT 2025","Home Page","","",""
"","2570","@UI Locator","","Wed Jan 29 23:29:47 GMT 2025","passed","Wed Jan 29 23:29:50 GMT 2025","","","",""
"","849","validation","","Wed Jan 29 23:29:51 GMT 2025","failed","Wed Jan 29 23:29:51 GMT 2025","Demo page","","",""
