"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jan 09 23:27:22 GMT 2024","Tue Jan 09 23:27:23 GMT 2024","669","","","Home Page","","","validate the free link is visible or not",""
"passed","Tue Jan 09 23:27:23 GMT 2024","Tue Jan 09 23:27:24 GMT 2024","675","","","Home Page","","","should admin radio button is present",""
"passed","Tue Jan 09 23:27:20 GMT 2024","Tue Jan 09 23:27:22 GMT 2024","2365","","","Home Page","","","validate the page title",""
"passed","Tue Jan 09 23:27:16 GMT 2024","Tue Jan 09 23:27:20 GMT 2024","3898","","","","","","@UI Locator",""
"passed","Tue Jan 09 23:27:07 GMT 2024","Tue Jan 09 23:27:10 GMT 2024","3417","","","","","","Different types of locator",""
"passed","Tue Jan 09 23:27:14 GMT 2024","Tue Jan 09 23:27:16 GMT 2024","1966","","","","","","get started link",""
"passed","Tue Jan 09 23:27:29 GMT 2024","Tue Jan 09 23:27:35 GMT 2024","6107","","","Demo page","","","validation of screen shot",""
"passed","Tue Jan 09 23:27:24 GMT 2024","Tue Jan 09 23:27:29 GMT 2024","5528","","","Demo page","","","validation",""
"passed","Tue Jan 09 23:27:10 GMT 2024","Tue Jan 09 23:27:14 GMT 2024","4116","","","","","","@web Error validation",""
"passed","Tue Jan 09 23:27:01 GMT 2024","Tue Jan 09 23:27:07 GMT 2024","5019","","","","","","Child window handling",""
