"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Wed Aug 21 23:28:02 GMT 2024","Wed Aug 21 23:28:02 GMT 2024","1","","","Home Page","","","should admin radio button is present",""
"failed","Wed Aug 21 23:28:02 GMT 2024","Wed Aug 21 23:28:02 GMT 2024","599","","","Home Page","","","validate the page title",""
"passed","Wed Aug 21 23:27:57 GMT 2024","Wed Aug 21 23:27:58 GMT 2024","1181","","","","","","get started link",""
"failed","Wed Aug 21 23:28:03 GMT 2024","Wed Aug 21 23:28:04 GMT 2024","843","","","Demo page","","","validation",""
"skipped","Wed Aug 21 23:28:02 GMT 2024","Wed Aug 21 23:28:02 GMT 2024","0","","","Home Page","","","validate the free link is visible or not",""
"failed","Wed Aug 21 23:27:55 GMT 2024","Wed Aug 21 23:27:56 GMT 2024","896","","","","","","Different types of locator",""
"failed","Wed Aug 21 23:27:52 GMT 2024","Wed Aug 21 23:27:54 GMT 2024","2023","","","","","","Child window handling",""
"failed","Wed Aug 21 23:28:04 GMT 2024","Wed Aug 21 23:28:05 GMT 2024","862","","","Demo page","","","validation of screen shot",""
"failed","Wed Aug 21 23:27:56 GMT 2024","Wed Aug 21 23:27:57 GMT 2024","844","","","","","","@web Error validation",""
"passed","Wed Aug 21 23:27:58 GMT 2024","Wed Aug 21 23:28:02 GMT 2024","3590","","","","","","@UI Locator",""
