"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Sep 07 23:27:45 GMT 2024","Sat Sep 07 23:27:46 GMT 2024","1123","","","","","","get started link",""
"failed","Sat Sep 07 23:27:49 GMT 2024","Sat Sep 07 23:27:50 GMT 2024","591","","","Home Page","","","validate the page title",""
"failed","Sat Sep 07 23:27:43 GMT 2024","Sat Sep 07 23:27:44 GMT 2024","840","","","","","","Different types of locator",""
"failed","Sat Sep 07 23:27:44 GMT 2024","Sat Sep 07 23:27:45 GMT 2024","853","","","","","","@web Error validation",""
"skipped","Sat Sep 07 23:27:50 GMT 2024","Sat Sep 07 23:27:50 GMT 2024","0","","","Home Page","","","validate the free link is visible or not",""
"skipped","Sat Sep 07 23:27:50 GMT 2024","Sat Sep 07 23:27:50 GMT 2024","0","","","Home Page","","","should admin radio button is present",""
"passed","Sat Sep 07 23:27:46 GMT 2024","Sat Sep 07 23:27:49 GMT 2024","2894","","","","","","@UI Locator",""
"failed","Sat Sep 07 23:27:41 GMT 2024","Sat Sep 07 23:27:42 GMT 2024","962","","","","","","Child window handling",""
"failed","Sat Sep 07 23:27:51 GMT 2024","Sat Sep 07 23:27:52 GMT 2024","820","","","Demo page","","","validation of screen shot",""
"failed","Sat Sep 07 23:27:50 GMT 2024","Sat Sep 07 23:27:51 GMT 2024","839","","","Demo page","","","validation",""
