"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Wed Aug 07 23:27:42 GMT 2024","Wed Aug 07 23:27:42 GMT 2024","0","","","Home Page","","","should admin radio button is present",""
"failed","Wed Aug 07 23:27:32 GMT 2024","Wed Aug 07 23:27:33 GMT 2024","1037","","","","","","Child window handling",""
"failed","Wed Aug 07 23:27:41 GMT 2024","Wed Aug 07 23:27:42 GMT 2024","624","","","Home Page","","","validate the page title",""
"passed","Wed Aug 07 23:27:36 GMT 2024","Wed Aug 07 23:27:37 GMT 2024","1153","","","","","","get started link",""
"skipped","Wed Aug 07 23:27:42 GMT 2024","Wed Aug 07 23:27:42 GMT 2024","1","","","Home Page","","","validate the free link is visible or not",""
"failed","Wed Aug 07 23:27:42 GMT 2024","Wed Aug 07 23:27:43 GMT 2024","892","","","Demo page","","","validation",""
"failed","Wed Aug 07 23:27:34 GMT 2024","Wed Aug 07 23:27:35 GMT 2024","910","","","","","","Different types of locator",""
"failed","Wed Aug 07 23:27:35 GMT 2024","Wed Aug 07 23:27:36 GMT 2024","930","","","","","","@web Error validation",""
"failed","Wed Aug 07 23:27:43 GMT 2024","Wed Aug 07 23:27:44 GMT 2024","873","","","Demo page","","","validation of screen shot",""
"passed","Wed Aug 07 23:27:37 GMT 2024","Wed Aug 07 23:27:41 GMT 2024","3893","","","","","","@UI Locator",""
