"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","should admin radio button is present","","Mon Mar 03 23:30:34 GMT 2025","skipped","Mon Mar 03 23:30:34 GMT 2025","Home Page","","",""
"","1144","Child window handling","","Mon Mar 03 23:30:26 GMT 2025","failed","Mon Mar 03 23:30:27 GMT 2025","","","",""
"","906","validation","","Mon Mar 03 23:30:34 GMT 2025","failed","Mon Mar 03 23:30:35 GMT 2025","Demo page","","",""
"","1","validate the free link is visible or not","","Mon Mar 03 23:30:34 GMT 2025","skipped","Mon Mar 03 23:30:34 GMT 2025","Home Page","","",""
"","1106","get started link","","Mon Mar 03 23:30:30 GMT 2025","passed","Mon Mar 03 23:30:31 GMT 2025","","","",""
"","2520","@UI Locator","","Mon Mar 03 23:30:31 GMT 2025","passed","Mon Mar 03 23:30:33 GMT 2025","","","",""
"","889","validation of screen shot","","Mon Mar 03 23:30:36 GMT 2025","failed","Mon Mar 03 23:30:37 GMT 2025","Demo page","","",""
"","905","@web Error validation","","Mon Mar 03 23:30:29 GMT 2025","failed","Mon Mar 03 23:30:30 GMT 2025","","","",""
"","655","validate the page title","","Mon Mar 03 23:30:33 GMT 2025","failed","Mon Mar 03 23:30:34 GMT 2025","Home Page","","",""
"","912","Different types of locator","","Mon Mar 03 23:30:27 GMT 2025","failed","Mon Mar 03 23:30:28 GMT 2025","","","",""
