"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","should admin radio button is present","","Tue Mar 18 23:31:47 GMT 2025","skipped","Tue Mar 18 23:31:47 GMT 2025","Home Page","","",""
"","1","validate the free link is visible or not","","Tue Mar 18 23:31:47 GMT 2025","skipped","Tue Mar 18 23:31:47 GMT 2025","Home Page","","",""
"","660","validate the page title","","Tue Mar 18 23:31:46 GMT 2025","failed","Tue Mar 18 23:31:47 GMT 2025","Home Page","","",""
"","908","@web Error validation","","Tue Mar 18 23:31:41 GMT 2025","failed","Tue Mar 18 23:31:41 GMT 2025","","","",""
"","916","Different types of locator","","Tue Mar 18 23:31:39 GMT 2025","failed","Tue Mar 18 23:31:40 GMT 2025","","","",""
"","897","validation","","Tue Mar 18 23:31:47 GMT 2025","failed","Tue Mar 18 23:31:48 GMT 2025","Demo page","","",""
"","2132","get started link","","Tue Mar 18 23:31:42 GMT 2025","passed","Tue Mar 18 23:31:44 GMT 2025","","","",""
"","1131","Child window handling","","Tue Mar 18 23:31:38 GMT 2025","failed","Tue Mar 18 23:31:39 GMT 2025","","","",""
"","901","validation of screen shot","","Tue Mar 18 23:31:49 GMT 2025","failed","Tue Mar 18 23:31:50 GMT 2025","Demo page","","",""
"","2528","@UI Locator","","Tue Mar 18 23:31:44 GMT 2025","passed","Tue Mar 18 23:31:46 GMT 2025","","","",""
