"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","validate the free link is visible or not","","Tue Feb 11 23:31:12 GMT 2025","skipped","Tue Feb 11 23:31:12 GMT 2025","Home Page","","",""
"","1223","Child window handling","","Tue Feb 11 23:31:04 GMT 2025","failed","Tue Feb 11 23:31:06 GMT 2025","","","",""
"","865","@web Error validation","","Tue Feb 11 23:31:07 GMT 2025","failed","Tue Feb 11 23:31:08 GMT 2025","","","",""
"","1144","get started link","","Tue Feb 11 23:31:08 GMT 2025","passed","Tue Feb 11 23:31:09 GMT 2025","","","",""
"","622","validate the page title","","Tue Feb 11 23:31:12 GMT 2025","failed","Tue Feb 11 23:31:12 GMT 2025","Home Page","","",""
"","2185","@UI Locator","","Tue Feb 11 23:31:09 GMT 2025","passed","Tue Feb 11 23:31:12 GMT 2025","","","",""
"","874","validation of screen shot","","Tue Feb 11 23:31:14 GMT 2025","failed","Tue Feb 11 23:31:15 GMT 2025","Demo page","","",""
"","853","Different types of locator","","Tue Feb 11 23:31:06 GMT 2025","failed","Tue Feb 11 23:31:07 GMT 2025","","","",""
"","867","validation","","Tue Feb 11 23:31:13 GMT 2025","failed","Tue Feb 11 23:31:13 GMT 2025","Demo page","","",""
"","1","should admin radio button is present","","Tue Feb 11 23:31:12 GMT 2025","skipped","Tue Feb 11 23:31:12 GMT 2025","Home Page","","",""
