"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","validate the free link is visible or not","","Sun Mar 30 23:31:57 GMT 2025","skipped","Sun Mar 30 23:31:57 GMT 2025","Home Page","","",""
"","1829","@UI Locator","","Sun Mar 30 23:31:55 GMT 2025","passed","Sun Mar 30 23:31:56 GMT 2025","","","",""
"","1159","Child window handling","","Sun Mar 30 23:31:48 GMT 2025","failed","Sun Mar 30 23:31:50 GMT 2025","","","",""
"","847","validation of screen shot","","Sun Mar 30 23:31:59 GMT 2025","failed","Sun Mar 30 23:31:59 GMT 2025","Demo page","","",""
"","629","validate the page title","","Sun Mar 30 23:31:56 GMT 2025","failed","Sun Mar 30 23:31:57 GMT 2025","Home Page","","",""
"","865","@web Error validation","","Sun Mar 30 23:31:51 GMT 2025","failed","Sun Mar 30 23:31:52 GMT 2025","","","",""
"","0","should admin radio button is present","","Sun Mar 30 23:31:57 GMT 2025","skipped","Sun Mar 30 23:31:57 GMT 2025","Home Page","","",""
"","847","Different types of locator","","Sun Mar 30 23:31:50 GMT 2025","failed","Sun Mar 30 23:31:51 GMT 2025","","","",""
"","864","validation","","Sun Mar 30 23:31:57 GMT 2025","failed","Sun Mar 30 23:31:58 GMT 2025","Demo page","","",""
"","2290","get started link","","Sun Mar 30 23:31:52 GMT 2025","passed","Sun Mar 30 23:31:55 GMT 2025","","","",""
