"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2281","@UI Locator","","Sat Dec 14 23:30:41 GMT 2024","passed","Sat Dec 14 23:30:43 GMT 2024","","","",""
"","1045","validate the page title","","Sat Dec 14 23:30:43 GMT 2024","failed","Sat Dec 14 23:30:44 GMT 2024","Home Page","","",""
"","864","validation of screen shot","","Sat Dec 14 23:30:46 GMT 2024","failed","Sat Dec 14 23:30:47 GMT 2024","Demo page","","",""
"","874","validation","","Sat Dec 14 23:30:45 GMT 2024","failed","Sat Dec 14 23:30:45 GMT 2024","Demo page","","",""
"","1561","get started link","","Sat Dec 14 23:30:39 GMT 2024","passed","Sat Dec 14 23:30:41 GMT 2024","","","",""
"","874","@web Error validation","","Sat Dec 14 23:30:38 GMT 2024","failed","Sat Dec 14 23:30:39 GMT 2024","","","",""
"","900","Different types of locator","","Sat Dec 14 23:30:37 GMT 2024","failed","Sat Dec 14 23:30:38 GMT 2024","","","",""
"","0","validate the free link is visible or not","","Sat Dec 14 23:30:44 GMT 2024","skipped","Sat Dec 14 23:30:44 GMT 2024","Home Page","","",""
"","1","should admin radio button is present","","Sat Dec 14 23:30:44 GMT 2024","skipped","Sat Dec 14 23:30:44 GMT 2024","Home Page","","",""
"","1013","Child window handling","","Sat Dec 14 23:30:36 GMT 2024","failed","Sat Dec 14 23:30:37 GMT 2024","","","",""
