"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","927","validation","","Fri Dec 13 23:31:39 GMT 2024","failed","Fri Dec 13 23:31:40 GMT 2024","Demo page","","",""
"","2578","@UI Locator","","Fri Dec 13 23:31:36 GMT 2024","passed","Fri Dec 13 23:31:38 GMT 2024","","","",""
"","869","Different types of locator","","Fri Dec 13 23:31:32 GMT 2024","failed","Fri Dec 13 23:31:33 GMT 2024","","","",""
"","1031","Child window handling","","Fri Dec 13 23:31:31 GMT 2024","failed","Fri Dec 13 23:31:32 GMT 2024","","","",""
"","1122","get started link","","Fri Dec 13 23:31:35 GMT 2024","passed","Fri Dec 13 23:31:36 GMT 2024","","","",""
"","663","validate the page title","","Fri Dec 13 23:31:38 GMT 2024","failed","Fri Dec 13 23:31:39 GMT 2024","Home Page","","",""
"","0","validate the free link is visible or not","","Fri Dec 13 23:31:39 GMT 2024","skipped","Fri Dec 13 23:31:39 GMT 2024","Home Page","","",""
"","0","should admin radio button is present","","Fri Dec 13 23:31:39 GMT 2024","skipped","Fri Dec 13 23:31:39 GMT 2024","Home Page","","",""
"","886","@web Error validation","","Fri Dec 13 23:31:33 GMT 2024","failed","Fri Dec 13 23:31:34 GMT 2024","","","",""
"","938","validation of screen shot","","Fri Dec 13 23:31:41 GMT 2024","failed","Fri Dec 13 23:31:42 GMT 2024","Demo page","","",""
