"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Mar 24 23:26:51 GMT 2024","Sun Mar 24 23:26:53 GMT 2024","2630","","","Home Page","","","validate the page title",""
"passed","Sun Mar 24 23:26:55 GMT 2024","Sun Mar 24 23:27:01 GMT 2024","6017","","","Demo page","","","validation",""
"passed","Sun Mar 24 23:26:41 GMT 2024","Sun Mar 24 23:26:45 GMT 2024","3917","","","","","","@web Error validation",""
"passed","Sun Mar 24 23:26:54 GMT 2024","Sun Mar 24 23:26:55 GMT 2024","904","","","Home Page","","","should admin radio button is present",""
"passed","Sun Mar 24 23:26:53 GMT 2024","Sun Mar 24 23:26:54 GMT 2024","921","","","Home Page","","","validate the free link is visible or not",""
"passed","Sun Mar 24 23:26:38 GMT 2024","Sun Mar 24 23:26:41 GMT 2024","3285","","","","","","Different types of locator",""
"passed","Sun Mar 24 23:26:46 GMT 2024","Sun Mar 24 23:26:51 GMT 2024","4109","","","","","","@UI Locator",""
"passed","Sun Mar 24 23:27:01 GMT 2024","Sun Mar 24 23:27:07 GMT 2024","6027","","","Demo page","","","validation of screen shot",""
"passed","Sun Mar 24 23:26:45 GMT 2024","Sun Mar 24 23:26:46 GMT 2024","1359","","","","","","get started link",""
"passed","Sun Mar 24 23:26:34 GMT 2024","Sun Mar 24 23:26:38 GMT 2024","3882","","","","","","Child window handling",""
