"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","883","validation","","Fri Dec 06 23:31:59 GMT 2024","failed","Fri Dec 06 23:32:00 GMT 2024","Demo page","","",""
"","1246","get started link","","Fri Dec 06 23:31:54 GMT 2024","passed","Fri Dec 06 23:31:55 GMT 2024","","","",""
"","0","validate the free link is visible or not","","Fri Dec 06 23:31:59 GMT 2024","skipped","Fri Dec 06 23:31:59 GMT 2024","Home Page","","",""
"","876","validation of screen shot","","Fri Dec 06 23:32:00 GMT 2024","failed","Fri Dec 06 23:32:01 GMT 2024","Demo page","","",""
"","2502","@UI Locator","","Fri Dec 06 23:31:55 GMT 2024","passed","Fri Dec 06 23:31:58 GMT 2024","","","",""
"","985","Child window handling","","Fri Dec 06 23:31:51 GMT 2024","failed","Fri Dec 06 23:31:52 GMT 2024","","","",""
"","0","should admin radio button is present","","Fri Dec 06 23:31:59 GMT 2024","skipped","Fri Dec 06 23:31:59 GMT 2024","Home Page","","",""
"","889","@web Error validation","","Fri Dec 06 23:31:53 GMT 2024","failed","Fri Dec 06 23:31:54 GMT 2024","","","",""
"","658","validate the page title","","Fri Dec 06 23:31:58 GMT 2024","failed","Fri Dec 06 23:31:59 GMT 2024","Home Page","","",""
"","872","Different types of locator","","Fri Dec 06 23:31:52 GMT 2024","failed","Fri Dec 06 23:31:53 GMT 2024","","","",""
