"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3631","Child window handling","","Mon Dec 09 23:32:24 GMT 2024","failed","Mon Dec 09 23:32:27 GMT 2024","","","",""
"","826","@web Error validation","","Mon Dec 09 23:32:29 GMT 2024","failed","Mon Dec 09 23:32:30 GMT 2024","","","",""
"","596","validate the page title","","Mon Dec 09 23:32:33 GMT 2024","failed","Mon Dec 09 23:32:33 GMT 2024","Home Page","","",""
"","842","Different types of locator","","Mon Dec 09 23:32:28 GMT 2024","failed","Mon Dec 09 23:32:28 GMT 2024","","","",""
"","1698","@UI Locator","","Mon Dec 09 23:32:31 GMT 2024","passed","Mon Dec 09 23:32:33 GMT 2024","","","",""
"","841","validation of screen shot","","Mon Dec 09 23:32:35 GMT 2024","failed","Mon Dec 09 23:32:36 GMT 2024","Demo page","","",""
"","835","validation","","Mon Dec 09 23:32:34 GMT 2024","failed","Mon Dec 09 23:32:35 GMT 2024","Demo page","","",""
"","1191","get started link","","Mon Dec 09 23:32:30 GMT 2024","passed","Mon Dec 09 23:32:31 GMT 2024","","","",""
"","1","validate the free link is visible or not","","Mon Dec 09 23:32:33 GMT 2024","skipped","Mon Dec 09 23:32:33 GMT 2024","Home Page","","",""
"","0","should admin radio button is present","","Mon Dec 09 23:32:33 GMT 2024","skipped","Mon Dec 09 23:32:33 GMT 2024","Home Page","","",""
