"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Mon Oct 07 23:29:56 GMT 2024","Mon Oct 07 23:29:56 GMT 2024","1","","","Home Page","","","should admin radio button is present",""
"failed","Mon Oct 07 23:29:56 GMT 2024","Mon Oct 07 23:29:56 GMT 2024","580","","","Home Page","","","validate the page title",""
"failed","Mon Oct 07 23:29:51 GMT 2024","Mon Oct 07 23:29:51 GMT 2024","799","","","","","","Different types of locator",""
"skipped","Mon Oct 07 23:29:56 GMT 2024","Mon Oct 07 23:29:56 GMT 2024","0","","","Home Page","","","validate the free link is visible or not",""
"failed","Mon Oct 07 23:29:58 GMT 2024","Mon Oct 07 23:29:58 GMT 2024","809","","","Demo page","","","validation of screen shot",""
"passed","Mon Oct 07 23:29:53 GMT 2024","Mon Oct 07 23:29:54 GMT 2024","1117","","","","","","get started link",""
"passed","Mon Oct 07 23:29:54 GMT 2024","Mon Oct 07 23:29:56 GMT 2024","1697","","","","","","@UI Locator",""
"failed","Mon Oct 07 23:29:57 GMT 2024","Mon Oct 07 23:29:57 GMT 2024","785","","","Demo page","","","validation",""
"failed","Mon Oct 07 23:29:52 GMT 2024","Mon Oct 07 23:29:52 GMT 2024","790","","","","","","@web Error validation",""
"failed","Mon Oct 07 23:29:49 GMT 2024","Mon Oct 07 23:29:50 GMT 2024","979","","","","","","Child window handling",""
