"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1173","get started link","","Fri Mar 07 23:27:39 GMT 2025","passed","Fri Mar 07 23:27:40 GMT 2025","","","",""
"","852","validation","","Fri Mar 07 23:27:46 GMT 2025","failed","Fri Mar 07 23:27:47 GMT 2025","Demo page","","",""
"","856","Different types of locator","","Fri Mar 07 23:27:36 GMT 2025","failed","Fri Mar 07 23:27:37 GMT 2025","","","",""
"","5493","@UI Locator","","Fri Mar 07 23:27:40 GMT 2025","passed","Fri Mar 07 23:27:46 GMT 2025","","","",""
"","860","validation of screen shot","","Fri Mar 07 23:27:48 GMT 2025","failed","Fri Mar 07 23:27:48 GMT 2025","Demo page","","",""
"","1","should admin radio button is present","","Fri Mar 07 23:27:46 GMT 2025","skipped","Fri Mar 07 23:27:46 GMT 2025","Home Page","","",""
"","591","validate the page title","","Fri Mar 07 23:27:46 GMT 2025","failed","Fri Mar 07 23:27:46 GMT 2025","Home Page","","",""
"","1105","Child window handling","","Fri Mar 07 23:27:35 GMT 2025","failed","Fri Mar 07 23:27:36 GMT 2025","","","",""
"","0","validate the free link is visible or not","","Fri Mar 07 23:27:46 GMT 2025","skipped","Fri Mar 07 23:27:46 GMT 2025","Home Page","","",""
"","863","@web Error validation","","Fri Mar 07 23:27:38 GMT 2025","failed","Fri Mar 07 23:27:39 GMT 2025","","","",""
