"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","855","@web Error validation","","Tue Jan 28 23:28:37 GMT 2025","failed","Tue Jan 28 23:28:38 GMT 2025","","","",""
"","2822","@UI Locator","","Tue Jan 28 23:28:39 GMT 2025","passed","Tue Jan 28 23:28:42 GMT 2025","","","",""
"","1","validate the free link is visible or not","","Tue Jan 28 23:28:43 GMT 2025","skipped","Tue Jan 28 23:28:43 GMT 2025","Home Page","","",""
"","849","validation","","Tue Jan 28 23:28:43 GMT 2025","failed","Tue Jan 28 23:28:44 GMT 2025","Demo page","","",""
"","1174","get started link","","Tue Jan 28 23:28:38 GMT 2025","passed","Tue Jan 28 23:28:39 GMT 2025","","","",""
"","637","validate the page title","","Tue Jan 28 23:28:42 GMT 2025","failed","Tue Jan 28 23:28:43 GMT 2025","Home Page","","",""
"","851","validation of screen shot","","Tue Jan 28 23:28:44 GMT 2025","failed","Tue Jan 28 23:28:45 GMT 2025","Demo page","","",""
"","926","Child window handling","","Tue Jan 28 23:28:35 GMT 2025","failed","Tue Jan 28 23:28:36 GMT 2025","","","",""
"","0","should admin radio button is present","","Tue Jan 28 23:28:43 GMT 2025","skipped","Tue Jan 28 23:28:43 GMT 2025","Home Page","","",""
"","867","Different types of locator","","Tue Jan 28 23:28:36 GMT 2025","failed","Tue Jan 28 23:28:37 GMT 2025","","","",""
