"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","898","validation of screen shot","","Sun Apr 13 23:32:28 GMT 2025","failed","Sun Apr 13 23:32:29 GMT 2025","Demo page","","",""
"","896","validation","","Sun Apr 13 23:32:27 GMT 2025","failed","Sun Apr 13 23:32:28 GMT 2025","Demo page","","",""
"","1083","get started link","","Sun Apr 13 23:32:23 GMT 2025","passed","Sun Apr 13 23:32:24 GMT 2025","","","",""
"","883","Different types of locator","","Sun Apr 13 23:32:20 GMT 2025","failed","Sun Apr 13 23:32:21 GMT 2025","","","",""
"","1946","@web Error validation","","Sun Apr 13 23:32:21 GMT 2025","failed","Sun Apr 13 23:32:23 GMT 2025","","","",""
"","1767","@UI Locator","","Sun Apr 13 23:32:24 GMT 2025","passed","Sun Apr 13 23:32:26 GMT 2025","","","",""
"","654","validate the page title","","Sun Apr 13 23:32:26 GMT 2025","failed","Sun Apr 13 23:32:27 GMT 2025","Home Page","","",""
"","1","should admin radio button is present","","Sun Apr 13 23:32:27 GMT 2025","skipped","Sun Apr 13 23:32:27 GMT 2025","Home Page","","",""
"","0","validate the free link is visible or not","","Sun Apr 13 23:32:27 GMT 2025","skipped","Sun Apr 13 23:32:27 GMT 2025","Home Page","","",""
"","1116","Child window handling","","Sun Apr 13 23:32:18 GMT 2025","failed","Sun Apr 13 23:32:19 GMT 2025","","","",""
