"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Fri Jul 05 23:27:24 GMT 2024","Fri Jul 05 23:27:24 GMT 2024","1","","","Home Page","","","validate the free link is visible or not",""
"failed","Fri Jul 05 23:27:26 GMT 2024","Fri Jul 05 23:27:27 GMT 2024","895","","","Demo page","","","validation of screen shot",""
"skipped","Fri Jul 05 23:27:24 GMT 2024","Fri Jul 05 23:27:24 GMT 2024","0","","","Home Page","","","should admin radio button is present",""
"failed","Fri Jul 05 23:27:17 GMT 2024","Fri Jul 05 23:27:18 GMT 2024","1056","","","","","","Different types of locator",""
"passed","Fri Jul 05 23:27:19 GMT 2024","Fri Jul 05 23:27:20 GMT 2024","1142","","","","","","get started link",""
"failed","Fri Jul 05 23:27:18 GMT 2024","Fri Jul 05 23:27:19 GMT 2024","881","","","","","","@web Error validation",""
"passed","Fri Jul 05 23:27:20 GMT 2024","Fri Jul 05 23:27:24 GMT 2024","3083","","","","","","@UI Locator",""
"failed","Fri Jul 05 23:27:15 GMT 2024","Fri Jul 05 23:27:16 GMT 2024","1298","","","","","","Child window handling",""
"failed","Fri Jul 05 23:27:24 GMT 2024","Fri Jul 05 23:27:24 GMT 2024","642","","","Home Page","","","validate the page title",""
"failed","Fri Jul 05 23:27:25 GMT 2024","Fri Jul 05 23:27:25 GMT 2024","871","","","Demo page","","","validation",""
