"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","901","Child window handling","","Mon Jan 27 23:28:48 GMT 2025","failed","Mon Jan 27 23:28:49 GMT 2025","","","",""
"","0","should admin radio button is present","","Mon Jan 27 23:28:56 GMT 2025","skipped","Mon Jan 27 23:28:56 GMT 2025","Home Page","","",""
"","808","validation of screen shot","","Mon Jan 27 23:28:57 GMT 2025","failed","Mon Jan 27 23:28:58 GMT 2025","Demo page","","",""
"","1025","get started link","","Mon Jan 27 23:28:52 GMT 2025","passed","Mon Jan 27 23:28:53 GMT 2025","","","",""
"","620","validate the page title","","Mon Jan 27 23:28:55 GMT 2025","failed","Mon Jan 27 23:28:56 GMT 2025","Home Page","","",""
"","1","validate the free link is visible or not","","Mon Jan 27 23:28:56 GMT 2025","skipped","Mon Jan 27 23:28:56 GMT 2025","Home Page","","",""
"","2328","@UI Locator","","Mon Jan 27 23:28:53 GMT 2025","passed","Mon Jan 27 23:28:55 GMT 2025","","","",""
"","806","@web Error validation","","Mon Jan 27 23:28:51 GMT 2025","failed","Mon Jan 27 23:28:51 GMT 2025","","","",""
"","808","Different types of locator","","Mon Jan 27 23:28:49 GMT 2025","failed","Mon Jan 27 23:28:50 GMT 2025","","","",""
"","829","validation","","Mon Jan 27 23:28:56 GMT 2025","failed","Mon Jan 27 23:28:57 GMT 2025","Demo page","","",""
