"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Tue Jul 02 23:27:03 GMT 2024","Tue Jul 02 23:27:04 GMT 2024","830","","","Demo page","","","validation of screen shot",""
"failed","Tue Jul 02 23:26:53 GMT 2024","Tue Jul 02 23:26:54 GMT 2024","1036","","","","","","Child window handling",""
"failed","Tue Jul 02 23:26:54 GMT 2024","Tue Jul 02 23:26:55 GMT 2024","811","","","","","","Different types of locator",""
"failed","Tue Jul 02 23:27:02 GMT 2024","Tue Jul 02 23:27:02 GMT 2024","842","","","Demo page","","","validation",""
"passed","Tue Jul 02 23:26:57 GMT 2024","Tue Jul 02 23:26:58 GMT 2024","1116","","","","","","get started link",""
"skipped","Tue Jul 02 23:27:01 GMT 2024","Tue Jul 02 23:27:01 GMT 2024","0","","","Home Page","","","validate the free link is visible or not",""
"failed","Tue Jul 02 23:27:01 GMT 2024","Tue Jul 02 23:27:01 GMT 2024","593","","","Home Page","","","validate the page title",""
"passed","Tue Jul 02 23:26:58 GMT 2024","Tue Jul 02 23:27:01 GMT 2024","2835","","","","","","@UI Locator",""
"skipped","Tue Jul 02 23:27:01 GMT 2024","Tue Jul 02 23:27:01 GMT 2024","1","","","Home Page","","","should admin radio button is present",""
"failed","Tue Jul 02 23:26:56 GMT 2024","Tue Jul 02 23:26:56 GMT 2024","842","","","","","","@web Error validation",""
