"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Wed Oct 02 23:30:23 GMT 2024","Wed Oct 02 23:30:24 GMT 2024","1561","","","","","","@web Error validation",""
"skipped","Wed Oct 02 23:31:02 GMT 2024","Wed Oct 02 23:31:02 GMT 2024","1","","","Home Page","","","validate the free link is visible or not",""
"failed","Wed Oct 02 23:30:22 GMT 2024","Wed Oct 02 23:30:23 GMT 2024","842","","","","","","Different types of locator",""
"passed","Wed Oct 02 23:30:25 GMT 2024","Wed Oct 02 23:30:26 GMT 2024","1260","","","","","","get started link",""
"failed","Wed Oct 02 23:31:01 GMT 2024","Wed Oct 02 23:31:02 GMT 2024","795","","","Home Page","","","validate the page title",""
"failed","Wed Oct 02 23:31:03 GMT 2024","Wed Oct 02 23:31:03 GMT 2024","829","","","Demo page","","","validation",""
"failed","Wed Oct 02 23:30:20 GMT 2024","Wed Oct 02 23:30:21 GMT 2024","938","","","","","","Child window handling",""
"broken","Wed Oct 02 23:30:26 GMT 2024","Wed Oct 02 23:31:01 GMT 2024","35067","","","","","","@UI Locator",""
"skipped","Wed Oct 02 23:31:02 GMT 2024","Wed Oct 02 23:31:02 GMT 2024","0","","","Home Page","","","should admin radio button is present",""
"failed","Wed Oct 02 23:31:04 GMT 2024","Wed Oct 02 23:31:04 GMT 2024","844","","","Demo page","","","validation of screen shot",""
