"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sat Jun 22 23:26:54 GMT 2024","Sat Jun 22 23:26:55 GMT 2024","851","","","Demo page","","","validation of screen shot",""
"passed","Sat Jun 22 23:26:48 GMT 2024","Sat Jun 22 23:26:49 GMT 2024","1159","","","","","","get started link",""
"failed","Sat Jun 22 23:26:46 GMT 2024","Sat Jun 22 23:26:47 GMT 2024","848","","","","","","Different types of locator",""
"passed","Sat Jun 22 23:26:49 GMT 2024","Sat Jun 22 23:26:52 GMT 2024","2891","","","","","","@UI Locator",""
"skipped","Sat Jun 22 23:26:53 GMT 2024","Sat Jun 22 23:26:53 GMT 2024","0","","","Home Page","","","validate the free link is visible or not",""
"failed","Sat Jun 22 23:26:52 GMT 2024","Sat Jun 22 23:26:53 GMT 2024","600","","","Home Page","","","validate the page title",""
"failed","Sat Jun 22 23:26:47 GMT 2024","Sat Jun 22 23:26:48 GMT 2024","826","","","","","","@web Error validation",""
"failed","Sat Jun 22 23:26:45 GMT 2024","Sat Jun 22 23:26:45 GMT 2024","937","","","","","","Child window handling",""
"failed","Sat Jun 22 23:26:53 GMT 2024","Sat Jun 22 23:26:54 GMT 2024","850","","","Demo page","","","validation",""
"skipped","Sat Jun 22 23:26:53 GMT 2024","Sat Jun 22 23:26:53 GMT 2024","0","","","Home Page","","","should admin radio button is present",""
