"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon May 13 23:27:32 GMT 2024","Mon May 13 23:27:38 GMT 2024","5820","","","Demo page","","","validation of screen shot",""
"passed","Mon May 13 23:27:25 GMT 2024","Mon May 13 23:27:25 GMT 2024","310","","","Home Page","","","validate the free link is visible or not",""
"passed","Mon May 13 23:27:24 GMT 2024","Mon May 13 23:27:25 GMT 2024","1614","","","Home Page","","","validate the page title",""
"broken","Mon May 13 23:26:52 GMT 2024","Mon May 13 23:27:23 GMT 2024","31458","","","","","","@UI Locator",""
"passed","Mon May 13 23:26:38 GMT 2024","Mon May 13 23:26:42 GMT 2024","3826","","","","","","Child window handling",""
"passed","Mon May 13 23:26:42 GMT 2024","Mon May 13 23:26:46 GMT 2024","3599","","","","","","Different types of locator",""
"passed","Mon May 13 23:27:25 GMT 2024","Mon May 13 23:27:26 GMT 2024","302","","","Home Page","","","should admin radio button is present",""
"passed","Mon May 13 23:26:46 GMT 2024","Mon May 13 23:26:50 GMT 2024","4149","","","","","","@web Error validation",""
"passed","Mon May 13 23:26:50 GMT 2024","Mon May 13 23:26:52 GMT 2024","1885","","","","","","get started link",""
"passed","Mon May 13 23:27:26 GMT 2024","Mon May 13 23:27:32 GMT 2024","5968","","","Demo page","","","validation",""
