"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sun Jun 16 23:29:27 GMT 2024","Sun Jun 16 23:29:28 GMT 2024","633","","","Home Page","","","validate the page title",""
"failed","Sun Jun 16 23:29:22 GMT 2024","Sun Jun 16 23:29:23 GMT 2024","860","","","","","","@web Error validation",""
"skipped","Sun Jun 16 23:29:28 GMT 2024","Sun Jun 16 23:29:28 GMT 2024","0","","","Home Page","","","should admin radio button is present",""
"passed","Sun Jun 16 23:29:24 GMT 2024","Sun Jun 16 23:29:27 GMT 2024","3013","","","","","","@UI Locator",""
"skipped","Sun Jun 16 23:29:28 GMT 2024","Sun Jun 16 23:29:28 GMT 2024","1","","","Home Page","","","validate the free link is visible or not",""
"failed","Sun Jun 16 23:29:21 GMT 2024","Sun Jun 16 23:29:22 GMT 2024","879","","","","","","Different types of locator",""
"failed","Sun Jun 16 23:29:28 GMT 2024","Sun Jun 16 23:29:29 GMT 2024","863","","","Demo page","","","validation",""
"passed","Sun Jun 16 23:29:23 GMT 2024","Sun Jun 16 23:29:24 GMT 2024","1173","","","","","","get started link",""
"failed","Sun Jun 16 23:29:19 GMT 2024","Sun Jun 16 23:29:20 GMT 2024","964","","","","","","Child window handling",""
"failed","Sun Jun 16 23:29:29 GMT 2024","Sun Jun 16 23:29:30 GMT 2024","870","","","Demo page","","","validation of screen shot",""
