"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Fri Oct 04 23:29:41 GMT 2024","Fri Oct 04 23:29:41 GMT 2024","0","","","Home Page","","","validate the free link is visible or not",""
"failed","Fri Oct 04 23:29:41 GMT 2024","Fri Oct 04 23:29:42 GMT 2024","780","","","Demo page","","","validation",""
"failed","Fri Oct 04 23:29:40 GMT 2024","Fri Oct 04 23:29:41 GMT 2024","747","","","Home Page","","","validate the page title",""
"failed","Fri Oct 04 23:29:42 GMT 2024","Fri Oct 04 23:29:43 GMT 2024","786","","","Demo page","","","validation of screen shot",""
"failed","Fri Oct 04 23:29:32 GMT 2024","Fri Oct 04 23:29:33 GMT 2024","795","","","","","","@web Error validation",""
"failed","Fri Oct 04 23:29:30 GMT 2024","Fri Oct 04 23:29:31 GMT 2024","979","","","","","","Child window handling",""
"passed","Fri Oct 04 23:29:33 GMT 2024","Fri Oct 04 23:29:35 GMT 2024","1201","","","","","","get started link",""
"failed","Fri Oct 04 23:29:31 GMT 2024","Fri Oct 04 23:29:32 GMT 2024","793","","","","","","Different types of locator",""
"failed","Fri Oct 04 23:29:35 GMT 2024","Fri Oct 04 23:29:40 GMT 2024","5350","","","","","","@UI Locator",""
"skipped","Fri Oct 04 23:29:41 GMT 2024","Fri Oct 04 23:29:41 GMT 2024","0","","","Home Page","","","should admin radio button is present",""
