"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","797","Different types of locator","","Thu Nov 28 23:31:41 GMT 2024","failed","Thu Nov 28 23:31:42 GMT 2024","","","",""
"","0","should admin radio button is present","","Thu Nov 28 23:31:47 GMT 2024","skipped","Thu Nov 28 23:31:47 GMT 2024","Home Page","","",""
"","1723","@UI Locator","","Thu Nov 28 23:31:44 GMT 2024","passed","Thu Nov 28 23:31:46 GMT 2024","","","",""
"","585","validate the page title","","Thu Nov 28 23:31:46 GMT 2024","failed","Thu Nov 28 23:31:47 GMT 2024","Home Page","","",""
"","819","@web Error validation","","Thu Nov 28 23:31:42 GMT 2024","failed","Thu Nov 28 23:31:43 GMT 2024","","","",""
"","810","validation of screen shot","","Thu Nov 28 23:31:48 GMT 2024","failed","Thu Nov 28 23:31:49 GMT 2024","Demo page","","",""
"","817","validation","","Thu Nov 28 23:31:47 GMT 2024","failed","Thu Nov 28 23:31:48 GMT 2024","Demo page","","",""
"","0","validate the free link is visible or not","","Thu Nov 28 23:31:47 GMT 2024","skipped","Thu Nov 28 23:31:47 GMT 2024","Home Page","","",""
"","1635","Child window handling","","Thu Nov 28 23:31:39 GMT 2024","failed","Thu Nov 28 23:31:41 GMT 2024","","","",""
"","1116","get started link","","Thu Nov 28 23:31:43 GMT 2024","passed","Thu Nov 28 23:31:44 GMT 2024","","","",""
