"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1106","get started link","","Sun Jan 26 23:27:44 GMT 2025","passed","Sun Jan 26 23:27:45 GMT 2025","","","",""
"","606","validate the page title","","Sun Jan 26 23:27:47 GMT 2025","failed","Sun Jan 26 23:27:47 GMT 2025","Home Page","","",""
"","954","validation","","Sun Jan 26 23:27:47 GMT 2025","failed","Sun Jan 26 23:27:48 GMT 2025","Demo page","","",""
"","1","should admin radio button is present","","Sun Jan 26 23:27:47 GMT 2025","skipped","Sun Jan 26 23:27:47 GMT 2025","Home Page","","",""
"","1627","@UI Locator","","Sun Jan 26 23:27:45 GMT 2025","passed","Sun Jan 26 23:27:47 GMT 2025","","","",""
"","0","validate the free link is visible or not","","Sun Jan 26 23:27:47 GMT 2025","skipped","Sun Jan 26 23:27:47 GMT 2025","Home Page","","",""
"","797","Different types of locator","","Sun Jan 26 23:27:42 GMT 2025","failed","Sun Jan 26 23:27:42 GMT 2025","","","",""
"","929","Child window handling","","Sun Jan 26 23:27:40 GMT 2025","failed","Sun Jan 26 23:27:41 GMT 2025","","","",""
"","811","validation of screen shot","","Sun Jan 26 23:27:49 GMT 2025","failed","Sun Jan 26 23:27:50 GMT 2025","Demo page","","",""
"","802","@web Error validation","","Sun Jan 26 23:27:43 GMT 2025","failed","Sun Jan 26 23:27:43 GMT 2025","","","",""
