"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Mar 29 23:26:58 GMT 2024","Fri Mar 29 23:27:04 GMT 2024","5935","","","Demo page","","","validation",""
"passed","Fri Mar 29 23:26:57 GMT 2024","Fri Mar 29 23:26:58 GMT 2024","854","","","Home Page","","","should admin radio button is present",""
"passed","Fri Mar 29 23:26:49 GMT 2024","Fri Mar 29 23:26:51 GMT 2024","1630","","","","","","get started link",""
"passed","Fri Mar 29 23:26:42 GMT 2024","Fri Mar 29 23:26:45 GMT 2024","3251","","","","","","Different types of locator",""
"passed","Fri Mar 29 23:26:51 GMT 2024","Fri Mar 29 23:26:54 GMT 2024","3535","","","","","","@UI Locator",""
"passed","Fri Mar 29 23:26:56 GMT 2024","Fri Mar 29 23:26:57 GMT 2024","892","","","Home Page","","","validate the free link is visible or not",""
"passed","Fri Mar 29 23:26:45 GMT 2024","Fri Mar 29 23:26:49 GMT 2024","3938","","","","","","@web Error validation",""
"passed","Fri Mar 29 23:27:04 GMT 2024","Fri Mar 29 23:27:11 GMT 2024","6717","","","Demo page","","","validation of screen shot",""
"passed","Fri Mar 29 23:26:54 GMT 2024","Fri Mar 29 23:26:56 GMT 2024","2218","","","Home Page","","","validate the page title",""
"passed","Fri Mar 29 23:26:38 GMT 2024","Fri Mar 29 23:26:42 GMT 2024","3729","","","","","","Child window handling",""
