"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sun Jun 23 23:26:30 GMT 2024","Sun Jun 23 23:26:31 GMT 2024","853","","","","","","@web Error validation",""
"failed","Sun Jun 23 23:26:36 GMT 2024","Sun Jun 23 23:26:37 GMT 2024","855","","","Demo page","","","validation",""
"skipped","Sun Jun 23 23:26:36 GMT 2024","Sun Jun 23 23:26:36 GMT 2024","0","","","Home Page","","","validate the free link is visible or not",""
"passed","Sun Jun 23 23:26:32 GMT 2024","Sun Jun 23 23:26:35 GMT 2024","3053","","","","","","@UI Locator",""
"failed","Sun Jun 23 23:26:29 GMT 2024","Sun Jun 23 23:26:30 GMT 2024","860","","","","","","Different types of locator",""
"passed","Sun Jun 23 23:26:31 GMT 2024","Sun Jun 23 23:26:32 GMT 2024","999","","","","","","get started link",""
"failed","Sun Jun 23 23:26:35 GMT 2024","Sun Jun 23 23:26:36 GMT 2024","622","","","Home Page","","","validate the page title",""
"skipped","Sun Jun 23 23:26:36 GMT 2024","Sun Jun 23 23:26:36 GMT 2024","1","","","Home Page","","","should admin radio button is present",""
"failed","Sun Jun 23 23:26:37 GMT 2024","Sun Jun 23 23:26:38 GMT 2024","869","","","Demo page","","","validation of screen shot",""
"failed","Sun Jun 23 23:26:28 GMT 2024","Sun Jun 23 23:26:29 GMT 2024","996","","","","","","Child window handling",""
