"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Fri Jun 28 23:29:35 GMT 2024","Fri Jun 28 23:29:36 GMT 2024","612","","","Home Page","","","validate the page title",""
"failed","Fri Jun 28 23:29:30 GMT 2024","Fri Jun 28 23:29:31 GMT 2024","856","","","","","","@web Error validation",""
"failed","Fri Jun 28 23:29:36 GMT 2024","Fri Jun 28 23:29:37 GMT 2024","839","","","Demo page","","","validation",""
"failed","Fri Jun 28 23:29:28 GMT 2024","Fri Jun 28 23:29:29 GMT 2024","932","","","","","","Child window handling",""
"failed","Fri Jun 28 23:29:29 GMT 2024","Fri Jun 28 23:29:30 GMT 2024","855","","","","","","Different types of locator",""
"passed","Fri Jun 28 23:29:32 GMT 2024","Fri Jun 28 23:29:35 GMT 2024","2894","","","","","","@UI Locator",""
"skipped","Fri Jun 28 23:29:36 GMT 2024","Fri Jun 28 23:29:36 GMT 2024","0","","","Home Page","","","should admin radio button is present",""
"passed","Fri Jun 28 23:29:31 GMT 2024","Fri Jun 28 23:29:32 GMT 2024","1135","","","","","","get started link",""
"skipped","Fri Jun 28 23:29:36 GMT 2024","Fri Jun 28 23:29:36 GMT 2024","0","","","Home Page","","","validate the free link is visible or not",""
"failed","Fri Jun 28 23:29:37 GMT 2024","Fri Jun 28 23:29:38 GMT 2024","831","","","Demo page","","","validation of screen shot",""
