"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1068","get started link","","Mon Mar 17 23:30:44 GMT 2025","passed","Mon Mar 17 23:30:45 GMT 2025","","","",""
"","868","Different types of locator","","Mon Mar 17 23:30:42 GMT 2025","failed","Mon Mar 17 23:30:43 GMT 2025","","","",""
"","876","@web Error validation","","Mon Mar 17 23:30:43 GMT 2025","failed","Mon Mar 17 23:30:44 GMT 2025","","","",""
"","618","validate the page title","","Mon Mar 17 23:30:48 GMT 2025","failed","Mon Mar 17 23:30:48 GMT 2025","Home Page","","",""
"","0","validate the free link is visible or not","","Mon Mar 17 23:30:48 GMT 2025","skipped","Mon Mar 17 23:30:48 GMT 2025","Home Page","","",""
"","2339","@UI Locator","","Mon Mar 17 23:30:45 GMT 2025","passed","Mon Mar 17 23:30:48 GMT 2025","","","",""
"","1","should admin radio button is present","","Mon Mar 17 23:30:48 GMT 2025","skipped","Mon Mar 17 23:30:48 GMT 2025","Home Page","","",""
"","873","validation of screen shot","","Mon Mar 17 23:30:50 GMT 2025","failed","Mon Mar 17 23:30:51 GMT 2025","Demo page","","",""
"","1138","Child window handling","","Mon Mar 17 23:30:41 GMT 2025","failed","Mon Mar 17 23:30:42 GMT 2025","","","",""
"","875","validation","","Mon Mar 17 23:30:49 GMT 2025","failed","Mon Mar 17 23:30:50 GMT 2025","Demo page","","",""
