"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jun 06 23:30:29 GMT 2024","Thu Jun 06 23:30:31 GMT 2024","1882","","","","","","get started link",""
"failed","Thu Jun 06 23:30:28 GMT 2024","Thu Jun 06 23:30:29 GMT 2024","846","","","","","","@web Error validation",""
"skipped","Thu Jun 06 23:30:37 GMT 2024","Thu Jun 06 23:30:37 GMT 2024","0","","","Home Page","","","validate the free link is visible or not",""
"passed","Thu Jun 06 23:30:31 GMT 2024","Thu Jun 06 23:30:36 GMT 2024","4704","","","","","","@UI Locator",""
"skipped","Thu Jun 06 23:30:37 GMT 2024","Thu Jun 06 23:30:37 GMT 2024","1","","","Home Page","","","should admin radio button is present",""
"failed","Thu Jun 06 23:30:36 GMT 2024","Thu Jun 06 23:30:37 GMT 2024","616","","","Home Page","","","validate the page title",""
"failed","Thu Jun 06 23:30:27 GMT 2024","Thu Jun 06 23:30:28 GMT 2024","852","","","","","","Different types of locator",""
"failed","Thu Jun 06 23:30:38 GMT 2024","Thu Jun 06 23:30:39 GMT 2024","840","","","Demo page","","","validation of screen shot",""
"failed","Thu Jun 06 23:30:37 GMT 2024","Thu Jun 06 23:30:38 GMT 2024","860","","","Demo page","","","validation",""
"failed","Thu Jun 06 23:30:26 GMT 2024","Thu Jun 06 23:30:27 GMT 2024","974","","","","","","Child window handling",""
