"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","validate the free link is visible or not","","Wed Apr 02 23:30:53 GMT 2025","skipped","Wed Apr 02 23:30:53 GMT 2025","Home Page","","",""
"","1184","Child window handling","","Wed Apr 02 23:30:46 GMT 2025","failed","Wed Apr 02 23:30:47 GMT 2025","","","",""
"","846","validation","","Wed Apr 02 23:30:53 GMT 2025","failed","Wed Apr 02 23:30:54 GMT 2025","Demo page","","",""
"","1809","@UI Locator","","Wed Apr 02 23:30:51 GMT 2025","passed","Wed Apr 02 23:30:52 GMT 2025","","","",""
"","846","@web Error validation","","Wed Apr 02 23:30:48 GMT 2025","failed","Wed Apr 02 23:30:49 GMT 2025","","","",""
"","858","validation of screen shot","","Wed Apr 02 23:30:54 GMT 2025","failed","Wed Apr 02 23:30:55 GMT 2025","Demo page","","",""
"","1056","get started link","","Wed Apr 02 23:30:49 GMT 2025","passed","Wed Apr 02 23:30:51 GMT 2025","","","",""
"","615","validate the page title","","Wed Apr 02 23:30:52 GMT 2025","failed","Wed Apr 02 23:30:53 GMT 2025","Home Page","","",""
"","845","Different types of locator","","Wed Apr 02 23:30:47 GMT 2025","failed","Wed Apr 02 23:30:48 GMT 2025","","","",""
"","0","should admin radio button is present","","Wed Apr 02 23:30:53 GMT 2025","skipped","Wed Apr 02 23:30:53 GMT 2025","Home Page","","",""
