"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1352","get started link","","Sat Feb 01 23:28:05 GMT 2025","passed","Sat Feb 01 23:28:06 GMT 2025","","","",""
"","1","validate the free link is visible or not","","Sat Feb 01 23:28:13 GMT 2025","skipped","Sat Feb 01 23:28:13 GMT 2025","Home Page","","",""
"","841","@web Error validation","","Sat Feb 01 23:28:04 GMT 2025","failed","Sat Feb 01 23:28:04 GMT 2025","","","",""
"","848","validation","","Sat Feb 01 23:28:13 GMT 2025","failed","Sat Feb 01 23:28:14 GMT 2025","Demo page","","",""
"","905","Child window handling","","Sat Feb 01 23:28:01 GMT 2025","failed","Sat Feb 01 23:28:02 GMT 2025","","","",""
"","838","Different types of locator","","Sat Feb 01 23:28:02 GMT 2025","failed","Sat Feb 01 23:28:03 GMT 2025","","","",""
"","843","validation of screen shot","","Sat Feb 01 23:28:14 GMT 2025","failed","Sat Feb 01 23:28:15 GMT 2025","Demo page","","",""
"","801","validate the page title","","Sat Feb 01 23:28:12 GMT 2025","failed","Sat Feb 01 23:28:13 GMT 2025","Home Page","","",""
"","5578","@UI Locator","","Sat Feb 01 23:28:06 GMT 2025","failed","Sat Feb 01 23:28:12 GMT 2025","","","",""
"","0","should admin radio button is present","","Sat Feb 01 23:28:13 GMT 2025","skipped","Sat Feb 01 23:28:13 GMT 2025","Home Page","","",""
