"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jan 29 23:27:11 GMT 2024","Mon Jan 29 23:27:13 GMT 2024","1366","","","","","","get started link",""
"passed","Mon Jan 29 23:27:04 GMT 2024","Mon Jan 29 23:27:07 GMT 2024","3377","","","","","","Different types of locator",""
"passed","Mon Jan 29 23:27:20 GMT 2024","Mon Jan 29 23:27:21 GMT 2024","894","","","Home Page","","","should admin radio button is present",""
"passed","Mon Jan 29 23:27:13 GMT 2024","Mon Jan 29 23:27:17 GMT 2024","3942","","","","","","@UI Locator",""
"passed","Mon Jan 29 23:27:21 GMT 2024","Mon Jan 29 23:27:27 GMT 2024","6084","","","Demo page","","","validation",""
"passed","Mon Jan 29 23:27:19 GMT 2024","Mon Jan 29 23:27:20 GMT 2024","867","","","Home Page","","","validate the free link is visible or not",""
"passed","Mon Jan 29 23:27:07 GMT 2024","Mon Jan 29 23:27:11 GMT 2024","3969","","","","","","@web Error validation",""
"passed","Mon Jan 29 23:27:00 GMT 2024","Mon Jan 29 23:27:04 GMT 2024","4258","","","","","","Child window handling",""
"passed","Mon Jan 29 23:27:17 GMT 2024","Mon Jan 29 23:27:19 GMT 2024","2675","","","Home Page","","","validate the page title",""
"passed","Mon Jan 29 23:27:27 GMT 2024","Mon Jan 29 23:27:34 GMT 2024","7065","","","Demo page","","","validation of screen shot",""
