"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","668","validate the page title","","Sat Mar 22 23:30:17 GMT 2025","failed","Sat Mar 22 23:30:18 GMT 2025","Home Page","","",""
"","1155","Child window handling","","Sat Mar 22 23:30:10 GMT 2025","failed","Sat Mar 22 23:30:11 GMT 2025","","","",""
"","898","Different types of locator","","Sat Mar 22 23:30:11 GMT 2025","failed","Sat Mar 22 23:30:12 GMT 2025","","","",""
"","900","@web Error validation","","Sat Mar 22 23:30:13 GMT 2025","failed","Sat Mar 22 23:30:14 GMT 2025","","","",""
"","2081","@UI Locator","","Sat Mar 22 23:30:15 GMT 2025","passed","Sat Mar 22 23:30:17 GMT 2025","","","",""
"","892","validation of screen shot","","Sat Mar 22 23:30:19 GMT 2025","failed","Sat Mar 22 23:30:20 GMT 2025","Demo page","","",""
"","1093","get started link","","Sat Mar 22 23:30:14 GMT 2025","passed","Sat Mar 22 23:30:15 GMT 2025","","","",""
"","889","validation","","Sat Mar 22 23:30:18 GMT 2025","failed","Sat Mar 22 23:30:19 GMT 2025","Demo page","","",""
"","0","validate the free link is visible or not","","Sat Mar 22 23:30:18 GMT 2025","skipped","Sat Mar 22 23:30:18 GMT 2025","Home Page","","",""
"","0","should admin radio button is present","","Sat Mar 22 23:30:18 GMT 2025","skipped","Sat Mar 22 23:30:18 GMT 2025","Home Page","","",""
