"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jan 08 23:26:29 GMT 2024","Mon Jan 08 23:26:33 GMT 2024","3700","","","","","","Child window handling",""
"passed","Mon Jan 08 23:26:33 GMT 2024","Mon Jan 08 23:26:36 GMT 2024","3422","","","","","","Different types of locator",""
"passed","Mon Jan 08 23:26:46 GMT 2024","Mon Jan 08 23:26:48 GMT 2024","2592","","","Home Page","","","validate the page title",""
"passed","Mon Jan 08 23:26:55 GMT 2024","Mon Jan 08 23:27:02 GMT 2024","6823","","","Demo page","","","validation of screen shot",""
"passed","Mon Jan 08 23:26:40 GMT 2024","Mon Jan 08 23:26:42 GMT 2024","1649","","","","","","get started link",""
"passed","Mon Jan 08 23:26:42 GMT 2024","Mon Jan 08 23:26:46 GMT 2024","3624","","","","","","@UI Locator",""
"passed","Mon Jan 08 23:26:36 GMT 2024","Mon Jan 08 23:26:40 GMT 2024","4007","","","","","","@web Error validation",""
"passed","Mon Jan 08 23:26:48 GMT 2024","Mon Jan 08 23:26:49 GMT 2024","797","","","Home Page","","","validate the free link is visible or not",""
"passed","Mon Jan 08 23:26:50 GMT 2024","Mon Jan 08 23:26:55 GMT 2024","5494","","","Demo page","","","validation",""
"passed","Mon Jan 08 23:26:49 GMT 2024","Mon Jan 08 23:26:50 GMT 2024","849","","","Home Page","","","should admin radio button is present",""
