"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jan 18 23:27:15 GMT 2024","Thu Jan 18 23:27:18 GMT 2024","3375","","","","","","Different types of locator",""
"passed","Thu Jan 18 23:27:30 GMT 2024","Thu Jan 18 23:27:31 GMT 2024","881","","","Home Page","","","validate the free link is visible or not",""
"passed","Thu Jan 18 23:27:22 GMT 2024","Thu Jan 18 23:27:24 GMT 2024","1686","","","","","","get started link",""
"passed","Thu Jan 18 23:27:28 GMT 2024","Thu Jan 18 23:27:30 GMT 2024","2579","","","Home Page","","","validate the page title",""
"passed","Thu Jan 18 23:27:18 GMT 2024","Thu Jan 18 23:27:22 GMT 2024","3995","","","","","","@web Error validation",""
"passed","Thu Jan 18 23:27:32 GMT 2024","Thu Jan 18 23:27:37 GMT 2024","4979","","","Demo page","","","validation",""
"passed","Thu Jan 18 23:27:31 GMT 2024","Thu Jan 18 23:27:32 GMT 2024","794","","","Home Page","","","should admin radio button is present",""
"passed","Thu Jan 18 23:27:24 GMT 2024","Thu Jan 18 23:27:28 GMT 2024","3847","","","","","","@UI Locator",""
"passed","Thu Jan 18 23:27:37 GMT 2024","Thu Jan 18 23:27:43 GMT 2024","6233","","","Demo page","","","validation of screen shot",""
"passed","Thu Jan 18 23:27:11 GMT 2024","Thu Jan 18 23:27:15 GMT 2024","3845","","","","","","Child window handling",""
