"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4816","Child window handling","","Mon Feb 17 23:28:53 GMT 2025","failed","Mon Feb 17 23:28:57 GMT 2025","","","",""
"","844","Different types of locator","","Mon Feb 17 23:28:58 GMT 2025","failed","Mon Feb 17 23:28:59 GMT 2025","","","",""
"","1","validate the free link is visible or not","","Mon Feb 17 23:29:04 GMT 2025","skipped","Mon Feb 17 23:29:04 GMT 2025","Home Page","","",""
"","0","should admin radio button is present","","Mon Feb 17 23:29:04 GMT 2025","skipped","Mon Feb 17 23:29:04 GMT 2025","Home Page","","",""
"","847","validation","","Mon Feb 17 23:29:04 GMT 2025","failed","Mon Feb 17 23:29:05 GMT 2025","Demo page","","",""
"","847","validation of screen shot","","Mon Feb 17 23:29:05 GMT 2025","failed","Mon Feb 17 23:29:06 GMT 2025","Demo page","","",""
"","859","@web Error validation","","Mon Feb 17 23:28:59 GMT 2025","failed","Mon Feb 17 23:29:00 GMT 2025","","","",""
"","1850","@UI Locator","","Mon Feb 17 23:29:01 GMT 2025","passed","Mon Feb 17 23:29:03 GMT 2025","","","",""
"","1271","get started link","","Mon Feb 17 23:29:00 GMT 2025","passed","Mon Feb 17 23:29:01 GMT 2025","","","",""
"","606","validate the page title","","Mon Feb 17 23:29:03 GMT 2025","failed","Mon Feb 17 23:29:04 GMT 2025","Home Page","","",""
