"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Thu May 30 23:27:27 GMT 2024","Thu May 30 23:27:27 GMT 2024","0","","","Home Page","","","validate the free link is visible or not",""
"passed","Thu May 30 23:27:23 GMT 2024","Thu May 30 23:27:26 GMT 2024","2905","","","","","","@UI Locator",""
"failed","Thu May 30 23:27:26 GMT 2024","Thu May 30 23:27:27 GMT 2024","610","","","Home Page","","","validate the page title",""
"skipped","Thu May 30 23:27:27 GMT 2024","Thu May 30 23:27:27 GMT 2024","1","","","Home Page","","","should admin radio button is present",""
"failed","Thu May 30 23:27:18 GMT 2024","Thu May 30 23:27:18 GMT 2024","948","","","","","","Child window handling",""
"failed","Thu May 30 23:27:20 GMT 2024","Thu May 30 23:27:21 GMT 2024","867","","","","","","@web Error validation",""
"passed","Thu May 30 23:27:21 GMT 2024","Thu May 30 23:27:23 GMT 2024","2248","","","","","","get started link",""
"failed","Thu May 30 23:27:19 GMT 2024","Thu May 30 23:27:20 GMT 2024","838","","","","","","Different types of locator",""
"failed","Thu May 30 23:27:27 GMT 2024","Thu May 30 23:27:28 GMT 2024","822","","","Demo page","","","validation",""
"failed","Thu May 30 23:27:28 GMT 2024","Thu May 30 23:27:29 GMT 2024","861","","","Demo page","","","validation of screen shot",""
