"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Jun 24 23:29:10 GMT 2024","Mon Jun 24 23:29:11 GMT 2024","1017","","","","","","Child window handling",""
"failed","Mon Jun 24 23:29:12 GMT 2024","Mon Jun 24 23:29:13 GMT 2024","860","","","","","","Different types of locator",""
"failed","Mon Jun 24 23:29:13 GMT 2024","Mon Jun 24 23:29:14 GMT 2024","840","","","","","","@web Error validation",""
"failed","Mon Jun 24 23:29:18 GMT 2024","Mon Jun 24 23:29:19 GMT 2024","595","","","Home Page","","","validate the page title",""
"passed","Mon Jun 24 23:29:15 GMT 2024","Mon Jun 24 23:29:18 GMT 2024","2926","","","","","","@UI Locator",""
"skipped","Mon Jun 24 23:29:19 GMT 2024","Mon Jun 24 23:29:19 GMT 2024","0","","","Home Page","","","should admin radio button is present",""
"failed","Mon Jun 24 23:29:19 GMT 2024","Mon Jun 24 23:29:20 GMT 2024","848","","","Demo page","","","validation",""
"failed","Mon Jun 24 23:29:20 GMT 2024","Mon Jun 24 23:29:21 GMT 2024","857","","","Demo page","","","validation of screen shot",""
"skipped","Mon Jun 24 23:29:19 GMT 2024","Mon Jun 24 23:29:19 GMT 2024","1","","","Home Page","","","validate the free link is visible or not",""
"passed","Mon Jun 24 23:29:14 GMT 2024","Mon Jun 24 23:29:15 GMT 2024","1234","","","","","","get started link",""
