"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Sep 05 23:29:33 GMT 2024","Thu Sep 05 23:29:34 GMT 2024","1056","","","","","","get started link",""
"failed","Thu Sep 05 23:29:38 GMT 2024","Thu Sep 05 23:29:39 GMT 2024","639","","","Home Page","","","validate the page title",""
"skipped","Thu Sep 05 23:29:39 GMT 2024","Thu Sep 05 23:29:39 GMT 2024","1","","","Home Page","","","should admin radio button is present",""
"passed","Thu Sep 05 23:29:34 GMT 2024","Thu Sep 05 23:29:38 GMT 2024","4091","","","","","","@UI Locator",""
"failed","Thu Sep 05 23:29:39 GMT 2024","Thu Sep 05 23:29:40 GMT 2024","893","","","Demo page","","","validation",""
"skipped","Thu Sep 05 23:29:39 GMT 2024","Thu Sep 05 23:29:39 GMT 2024","0","","","Home Page","","","validate the free link is visible or not",""
"failed","Thu Sep 05 23:29:40 GMT 2024","Thu Sep 05 23:29:41 GMT 2024","896","","","Demo page","","","validation of screen shot",""
"failed","Thu Sep 05 23:29:32 GMT 2024","Thu Sep 05 23:29:32 GMT 2024","898","","","","","","@web Error validation",""
"failed","Thu Sep 05 23:29:29 GMT 2024","Thu Sep 05 23:29:30 GMT 2024","1217","","","","","","Child window handling",""
"failed","Thu Sep 05 23:29:30 GMT 2024","Thu Sep 05 23:29:31 GMT 2024","901","","","","","","Different types of locator",""
