"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Aug 05 23:29:21 GMT 2024","Mon Aug 05 23:29:22 GMT 2024","884","","","Demo page","","","validation of screen shot",""
"passed","Mon Aug 05 23:29:16 GMT 2024","Mon Aug 05 23:29:19 GMT 2024","2946","","","","","","@UI Locator",""
"failed","Mon Aug 05 23:29:19 GMT 2024","Mon Aug 05 23:29:20 GMT 2024","630","","","Home Page","","","validate the page title",""
"failed","Mon Aug 05 23:29:14 GMT 2024","Mon Aug 05 23:29:15 GMT 2024","882","","","","","","@web Error validation",""
"failed","Mon Aug 05 23:29:13 GMT 2024","Mon Aug 05 23:29:13 GMT 2024","893","","","","","","Different types of locator",""
"skipped","Mon Aug 05 23:29:20 GMT 2024","Mon Aug 05 23:29:20 GMT 2024","1","","","Home Page","","","should admin radio button is present",""
"failed","Mon Aug 05 23:29:11 GMT 2024","Mon Aug 05 23:29:12 GMT 2024","1008","","","","","","Child window handling",""
"skipped","Mon Aug 05 23:29:20 GMT 2024","Mon Aug 05 23:29:20 GMT 2024","1","","","Home Page","","","validate the free link is visible or not",""
"passed","Mon Aug 05 23:29:15 GMT 2024","Mon Aug 05 23:29:16 GMT 2024","1123","","","","","","get started link",""
"failed","Mon Aug 05 23:29:20 GMT 2024","Mon Aug 05 23:29:21 GMT 2024","893","","","Demo page","","","validation",""
