"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri May 17 23:27:33 GMT 2024","Fri May 17 23:27:37 GMT 2024","3424","","","","","","Different types of locator",""
"passed","Fri May 17 23:27:29 GMT 2024","Fri May 17 23:27:33 GMT 2024","3721","","","","","","Child window handling",""
"passed","Fri May 17 23:27:41 GMT 2024","Fri May 17 23:27:42 GMT 2024","1373","","","","","","get started link",""
"passed","Fri May 17 23:27:46 GMT 2024","Fri May 17 23:27:48 GMT 2024","2662","","","Home Page","","","validate the page title",""
"passed","Fri May 17 23:27:50 GMT 2024","Fri May 17 23:27:56 GMT 2024","6318","","","Demo page","","","validation",""
"passed","Fri May 17 23:27:37 GMT 2024","Fri May 17 23:27:41 GMT 2024","3978","","","","","","@web Error validation",""
"passed","Fri May 17 23:27:48 GMT 2024","Fri May 17 23:27:49 GMT 2024","873","","","Home Page","","","validate the free link is visible or not",""
"passed","Fri May 17 23:27:49 GMT 2024","Fri May 17 23:27:50 GMT 2024","863","","","Home Page","","","should admin radio button is present",""
"passed","Fri May 17 23:27:42 GMT 2024","Fri May 17 23:27:46 GMT 2024","3715","","","","","","@UI Locator",""
"passed","Fri May 17 23:27:56 GMT 2024","Fri May 17 23:28:02 GMT 2024","6162","","","Demo page","","","validation of screen shot",""
