"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1114","get started link","","Sun Feb 02 23:27:52 GMT 2025","passed","Sun Feb 02 23:27:53 GMT 2025","","","",""
"","825","@web Error validation","","Sun Feb 02 23:27:51 GMT 2025","failed","Sun Feb 02 23:27:52 GMT 2025","","","",""
"","847","Different types of locator","","Sun Feb 02 23:27:50 GMT 2025","failed","Sun Feb 02 23:27:50 GMT 2025","","","",""
"","0","validate the free link is visible or not","","Sun Feb 02 23:28:00 GMT 2025","skipped","Sun Feb 02 23:28:00 GMT 2025","Home Page","","",""
"","5394","@UI Locator","","Sun Feb 02 23:27:53 GMT 2025","failed","Sun Feb 02 23:27:58 GMT 2025","","","",""
"","2080","Child window handling","","Sun Feb 02 23:27:47 GMT 2025","failed","Sun Feb 02 23:27:49 GMT 2025","","","",""
"","834","validation","","Sun Feb 02 23:28:00 GMT 2025","failed","Sun Feb 02 23:28:01 GMT 2025","Demo page","","",""
"","0","should admin radio button is present","","Sun Feb 02 23:28:00 GMT 2025","skipped","Sun Feb 02 23:28:00 GMT 2025","Home Page","","",""
"","845","validation of screen shot","","Sun Feb 02 23:28:01 GMT 2025","failed","Sun Feb 02 23:28:02 GMT 2025","Demo page","","",""
"","796","validate the page title","","Sun Feb 02 23:27:59 GMT 2025","failed","Sun Feb 02 23:28:00 GMT 2025","Home Page","","",""
