"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Feb 20 23:27:28 GMT 2024","Tue Feb 20 23:27:28 GMT 2024","299","","","Home Page","","","validate the free link is visible or not",""
"passed","Tue Feb 20 23:27:28 GMT 2024","Tue Feb 20 23:27:34 GMT 2024","5443","","","Demo page","","","validation",""
"passed","Tue Feb 20 23:27:34 GMT 2024","Tue Feb 20 23:27:39 GMT 2024","5332","","","Demo page","","","validation of screen shot",""
"passed","Tue Feb 20 23:27:28 GMT 2024","Tue Feb 20 23:27:28 GMT 2024","298","","","Home Page","","","should admin radio button is present",""
"broken","Tue Feb 20 23:26:55 GMT 2024","Tue Feb 20 23:27:26 GMT 2024","31423","","","","","","@UI Locator",""
"passed","Tue Feb 20 23:26:53 GMT 2024","Tue Feb 20 23:26:55 GMT 2024","1803","","","","","","get started link",""
"passed","Tue Feb 20 23:26:40 GMT 2024","Tue Feb 20 23:26:45 GMT 2024","4617","","","","","","Child window handling",""
"passed","Tue Feb 20 23:26:45 GMT 2024","Tue Feb 20 23:26:49 GMT 2024","3692","","","","","","Different types of locator",""
"passed","Tue Feb 20 23:27:26 GMT 2024","Tue Feb 20 23:27:28 GMT 2024","1617","","","Home Page","","","validate the page title",""
"passed","Tue Feb 20 23:26:49 GMT 2024","Tue Feb 20 23:26:53 GMT 2024","4193","","","","","","@web Error validation",""
