"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1071","get started link","","Mon Jan 06 23:30:02 GMT 2025","passed","Mon Jan 06 23:30:03 GMT 2025","","","",""
"","841","validation of screen shot","","Mon Jan 06 23:30:07 GMT 2025","failed","Mon Jan 06 23:30:07 GMT 2025","Demo page","","",""
"","933","Child window handling","","Mon Jan 06 23:29:58 GMT 2025","failed","Mon Jan 06 23:29:59 GMT 2025","","","",""
"","1695","@UI Locator","","Mon Jan 06 23:30:03 GMT 2025","passed","Mon Jan 06 23:30:05 GMT 2025","","","",""
"","818","@web Error validation","","Mon Jan 06 23:30:01 GMT 2025","failed","Mon Jan 06 23:30:01 GMT 2025","","","",""
"","0","validate the free link is visible or not","","Mon Jan 06 23:30:05 GMT 2025","skipped","Mon Jan 06 23:30:05 GMT 2025","Home Page","","",""
"","0","should admin radio button is present","","Mon Jan 06 23:30:05 GMT 2025","skipped","Mon Jan 06 23:30:05 GMT 2025","Home Page","","",""
"","841","validation","","Mon Jan 06 23:30:05 GMT 2025","failed","Mon Jan 06 23:30:06 GMT 2025","Demo page","","",""
"","598","validate the page title","","Mon Jan 06 23:30:05 GMT 2025","failed","Mon Jan 06 23:30:05 GMT 2025","Home Page","","",""
"","825","Different types of locator","","Mon Jan 06 23:30:00 GMT 2025","failed","Mon Jan 06 23:30:00 GMT 2025","","","",""
