"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Thu Jul 18 23:27:30 GMT 2024","Thu Jul 18 23:27:30 GMT 2024","860","","","","","","Different types of locator",""
"skipped","Thu Jul 18 23:27:37 GMT 2024","Thu Jul 18 23:27:37 GMT 2024","1","","","Home Page","","","validate the free link is visible or not",""
"skipped","Thu Jul 18 23:27:37 GMT 2024","Thu Jul 18 23:27:37 GMT 2024","0","","","Home Page","","","should admin radio button is present",""
"passed","Thu Jul 18 23:27:32 GMT 2024","Thu Jul 18 23:27:33 GMT 2024","1196","","","","","","get started link",""
"failed","Thu Jul 18 23:27:37 GMT 2024","Thu Jul 18 23:27:38 GMT 2024","855","","","Demo page","","","validation",""
"failed","Thu Jul 18 23:27:31 GMT 2024","Thu Jul 18 23:27:32 GMT 2024","881","","","","","","@web Error validation",""
"failed","Thu Jul 18 23:27:26 GMT 2024","Thu Jul 18 23:27:29 GMT 2024","2739","","","","","","Child window handling",""
"failed","Thu Jul 18 23:27:38 GMT 2024","Thu Jul 18 23:27:39 GMT 2024","844","","","Demo page","","","validation of screen shot",""
"failed","Thu Jul 18 23:27:36 GMT 2024","Thu Jul 18 23:27:37 GMT 2024","615","","","Home Page","","","validate the page title",""
"passed","Thu Jul 18 23:27:33 GMT 2024","Thu Jul 18 23:27:36 GMT 2024","3027","","","","","","@UI Locator",""
