"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Mar 03 23:26:39 GMT 2024","Sun Mar 03 23:26:43 GMT 2024","4153","","","","","","@UI Locator",""
"passed","Sun Mar 03 23:26:47 GMT 2024","Sun Mar 03 23:26:53 GMT 2024","5875","","","Demo page","","","validation",""
"passed","Sun Mar 03 23:26:53 GMT 2024","Sun Mar 03 23:26:59 GMT 2024","6353","","","Demo page","","","validation of screen shot",""
"passed","Sun Mar 03 23:26:46 GMT 2024","Sun Mar 03 23:26:46 GMT 2024","872","","","Home Page","","","validate the free link is visible or not",""
"passed","Sun Mar 03 23:26:34 GMT 2024","Sun Mar 03 23:26:37 GMT 2024","3891","","","","","","@web Error validation",""
"passed","Sun Mar 03 23:26:30 GMT 2024","Sun Mar 03 23:26:34 GMT 2024","3579","","","","","","Different types of locator",""
"passed","Sun Mar 03 23:26:43 GMT 2024","Sun Mar 03 23:26:46 GMT 2024","2562","","","Home Page","","","validate the page title",""
"passed","Sun Mar 03 23:26:46 GMT 2024","Sun Mar 03 23:26:47 GMT 2024","860","","","Home Page","","","should admin radio button is present",""
"passed","Sun Mar 03 23:26:25 GMT 2024","Sun Mar 03 23:26:30 GMT 2024","5245","","","","","","Child window handling",""
"passed","Sun Mar 03 23:26:37 GMT 2024","Sun Mar 03 23:26:39 GMT 2024","1393","","","","","","get started link",""
