"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Apr 15 00:08:38 GMT 2024","Mon Apr 15 00:08:40 GMT 2024","2368","","","Home Page","","","validate the page title",""
"passed","Mon Apr 15 00:08:24 GMT 2024","Mon Apr 15 00:08:28 GMT 2024","3484","","","","","","Different types of locator",""
"passed","Mon Apr 15 00:08:40 GMT 2024","Mon Apr 15 00:08:41 GMT 2024","843","","","Home Page","","","validate the free link is visible or not",""
"passed","Mon Apr 15 00:08:33 GMT 2024","Mon Apr 15 00:08:38 GMT 2024","4487","","","","","","@UI Locator",""
"passed","Mon Apr 15 00:08:17 GMT 2024","Mon Apr 15 00:08:24 GMT 2024","6940","","","","","","Child window handling",""
"passed","Mon Apr 15 00:08:41 GMT 2024","Mon Apr 15 00:08:42 GMT 2024","844","","","Home Page","","","should admin radio button is present",""
"passed","Mon Apr 15 00:08:28 GMT 2024","Mon Apr 15 00:08:32 GMT 2024","3956","","","","","","@web Error validation",""
"passed","Mon Apr 15 00:08:42 GMT 2024","Mon Apr 15 00:08:50 GMT 2024","8356","","","Demo page","","","validation",""
"passed","Mon Apr 15 00:08:50 GMT 2024","Mon Apr 15 00:08:56 GMT 2024","6063","","","Demo page","","","validation of screen shot",""
"passed","Mon Apr 15 00:08:32 GMT 2024","Mon Apr 15 00:08:33 GMT 2024","1458","","","","","","get started link",""
