"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","should admin radio button is present","","Fri Jan 17 23:28:57 GMT 2025","skipped","Fri Jan 17 23:28:57 GMT 2025","Home Page","","",""
"","0","validate the free link is visible or not","","Fri Jan 17 23:28:57 GMT 2025","skipped","Fri Jan 17 23:28:57 GMT 2025","Home Page","","",""
"","1113","Child window handling","","Fri Jan 17 23:28:49 GMT 2025","failed","Fri Jan 17 23:28:50 GMT 2025","","","",""
"","800","Different types of locator","","Fri Jan 17 23:28:51 GMT 2025","failed","Fri Jan 17 23:28:51 GMT 2025","","","",""
"","602","validate the page title","","Fri Jan 17 23:28:57 GMT 2025","failed","Fri Jan 17 23:28:57 GMT 2025","Home Page","","",""
"","819","validation","","Fri Jan 17 23:28:57 GMT 2025","failed","Fri Jan 17 23:28:58 GMT 2025","Demo page","","",""
"","2343","@UI Locator","","Fri Jan 17 23:28:54 GMT 2025","passed","Fri Jan 17 23:28:57 GMT 2025","","","",""
"","812","validation of screen shot","","Fri Jan 17 23:28:59 GMT 2025","failed","Fri Jan 17 23:28:59 GMT 2025","Demo page","","",""
"","1283","get started link","","Fri Jan 17 23:28:53 GMT 2025","passed","Fri Jan 17 23:28:54 GMT 2025","","","",""
"","800","@web Error validation","","Fri Jan 17 23:28:52 GMT 2025","failed","Fri Jan 17 23:28:53 GMT 2025","","","",""
