"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","855","Different types of locator","","Fri Feb 21 23:30:06 GMT 2025","failed","Fri Feb 21 23:30:07 GMT 2025","","","",""
"","0","validate the free link is visible or not","","Fri Feb 21 23:30:12 GMT 2025","skipped","Fri Feb 21 23:30:12 GMT 2025","Home Page","","",""
"","606","validate the page title","","Fri Feb 21 23:30:11 GMT 2025","failed","Fri Feb 21 23:30:12 GMT 2025","Home Page","","",""
"","837","validation of screen shot","","Fri Feb 21 23:30:13 GMT 2025","failed","Fri Feb 21 23:30:14 GMT 2025","Demo page","","",""
"","1147","get started link","","Fri Feb 21 23:30:09 GMT 2025","passed","Fri Feb 21 23:30:10 GMT 2025","","","",""
"","1","should admin radio button is present","","Fri Feb 21 23:30:12 GMT 2025","skipped","Fri Feb 21 23:30:12 GMT 2025","Home Page","","",""
"","1089","Child window handling","","Fri Feb 21 23:30:05 GMT 2025","failed","Fri Feb 21 23:30:06 GMT 2025","","","",""
"","1684","@UI Locator","","Fri Feb 21 23:30:10 GMT 2025","passed","Fri Feb 21 23:30:11 GMT 2025","","","",""
"","844","@web Error validation","","Fri Feb 21 23:30:07 GMT 2025","failed","Fri Feb 21 23:30:08 GMT 2025","","","",""
"","842","validation","","Fri Feb 21 23:30:12 GMT 2025","failed","Fri Feb 21 23:30:13 GMT 2025","Demo page","","",""
