"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","should admin radio button is present","","Sat Apr 05 23:30:55 GMT 2025","skipped","Sat Apr 05 23:30:55 GMT 2025","Home Page","","",""
"","898","@web Error validation","","Sat Apr 05 23:30:51 GMT 2025","failed","Sat Apr 05 23:30:51 GMT 2025","","","",""
"","1736","@UI Locator","","Sat Apr 05 23:30:53 GMT 2025","passed","Sat Apr 05 23:30:55 GMT 2025","","","",""
"","891","validation of screen shot","","Sat Apr 05 23:30:57 GMT 2025","failed","Sat Apr 05 23:30:58 GMT 2025","Demo page","","",""
"","896","validation","","Sat Apr 05 23:30:56 GMT 2025","failed","Sat Apr 05 23:30:56 GMT 2025","Demo page","","",""
"","0","validate the free link is visible or not","","Sat Apr 05 23:30:55 GMT 2025","skipped","Sat Apr 05 23:30:55 GMT 2025","Home Page","","",""
"","2159","Child window handling","","Sat Apr 05 23:30:47 GMT 2025","failed","Sat Apr 05 23:30:49 GMT 2025","","","",""
"","1035","get started link","","Sat Apr 05 23:30:52 GMT 2025","passed","Sat Apr 05 23:30:53 GMT 2025","","","",""
"","907","Different types of locator","","Sat Apr 05 23:30:49 GMT 2025","failed","Sat Apr 05 23:30:50 GMT 2025","","","",""
"","654","validate the page title","","Sat Apr 05 23:30:55 GMT 2025","failed","Sat Apr 05 23:30:55 GMT 2025","Home Page","","",""
