"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","992","Child window handling","","Fri Dec 20 23:29:40 GMT 2024","failed","Fri Dec 20 23:29:41 GMT 2024","","","",""
"","0","should admin radio button is present","","Fri Dec 20 23:29:47 GMT 2024","skipped","Fri Dec 20 23:29:47 GMT 2024","Home Page","","",""
"","632","validate the page title","","Fri Dec 20 23:29:47 GMT 2024","failed","Fri Dec 20 23:29:47 GMT 2024","Home Page","","",""
"","1745","@UI Locator","","Fri Dec 20 23:29:45 GMT 2024","passed","Fri Dec 20 23:29:47 GMT 2024","","","",""
"","1","validate the free link is visible or not","","Fri Dec 20 23:29:47 GMT 2024","skipped","Fri Dec 20 23:29:47 GMT 2024","Home Page","","",""
"","1165","get started link","","Fri Dec 20 23:29:44 GMT 2024","passed","Fri Dec 20 23:29:45 GMT 2024","","","",""
"","855","validation of screen shot","","Fri Dec 20 23:29:49 GMT 2024","failed","Fri Dec 20 23:29:50 GMT 2024","Demo page","","",""
"","1180","Different types of locator","","Fri Dec 20 23:29:41 GMT 2024","failed","Fri Dec 20 23:29:42 GMT 2024","","","",""
"","863","validation","","Fri Dec 20 23:29:48 GMT 2024","failed","Fri Dec 20 23:29:49 GMT 2024","Demo page","","",""
"","853","@web Error validation","","Fri Dec 20 23:29:43 GMT 2024","failed","Fri Dec 20 23:29:44 GMT 2024","","","",""
