"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","838","Different types of locator","","Mon Apr 14 23:31:12 GMT 2025","failed","Mon Apr 14 23:31:13 GMT 2025","","","",""
"","1","validate the free link is visible or not","","Mon Apr 14 23:31:18 GMT 2025","skipped","Mon Apr 14 23:31:18 GMT 2025","Home Page","","",""
"","852","@web Error validation","","Mon Apr 14 23:31:13 GMT 2025","failed","Mon Apr 14 23:31:14 GMT 2025","","","",""
"","833","validation of screen shot","","Mon Apr 14 23:31:19 GMT 2025","failed","Mon Apr 14 23:31:20 GMT 2025","Demo page","","",""
"","847","validation","","Mon Apr 14 23:31:18 GMT 2025","failed","Mon Apr 14 23:31:19 GMT 2025","Demo page","","",""
"","1082","get started link","","Mon Apr 14 23:31:14 GMT 2025","passed","Mon Apr 14 23:31:15 GMT 2025","","","",""
"","590","validate the page title","","Mon Apr 14 23:31:17 GMT 2025","failed","Mon Apr 14 23:31:18 GMT 2025","Home Page","","",""
"","1040","Child window handling","","Mon Apr 14 23:31:11 GMT 2025","failed","Mon Apr 14 23:31:12 GMT 2025","","","",""
"","0","should admin radio button is present","","Mon Apr 14 23:31:18 GMT 2025","skipped","Mon Apr 14 23:31:18 GMT 2025","Home Page","","",""
"","1628","@UI Locator","","Mon Apr 14 23:31:15 GMT 2025","passed","Mon Apr 14 23:31:17 GMT 2025","","","",""
