"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sun Jul 14 23:27:46 GMT 2024","Sun Jul 14 23:27:47 GMT 2024","1054","","","","","","Child window handling",""
"failed","Sun Jul 14 23:27:47 GMT 2024","Sun Jul 14 23:27:48 GMT 2024","880","","","","","","Different types of locator",""
"passed","Sun Jul 14 23:27:50 GMT 2024","Sun Jul 14 23:27:51 GMT 2024","1352","","","","","","get started link",""
"failed","Sun Jul 14 23:27:54 GMT 2024","Sun Jul 14 23:27:55 GMT 2024","648","","","Home Page","","","validate the page title",""
"failed","Sun Jul 14 23:27:55 GMT 2024","Sun Jul 14 23:27:56 GMT 2024","882","","","Demo page","","","validation",""
"skipped","Sun Jul 14 23:27:55 GMT 2024","Sun Jul 14 23:27:55 GMT 2024","1","","","Home Page","","","should admin radio button is present",""
"skipped","Sun Jul 14 23:27:55 GMT 2024","Sun Jul 14 23:27:55 GMT 2024","0","","","Home Page","","","validate the free link is visible or not",""
"failed","Sun Jul 14 23:27:56 GMT 2024","Sun Jul 14 23:27:57 GMT 2024","878","","","Demo page","","","validation of screen shot",""
"failed","Sun Jul 14 23:27:49 GMT 2024","Sun Jul 14 23:27:50 GMT 2024","871","","","","","","@web Error validation",""
"passed","Sun Jul 14 23:27:51 GMT 2024","Sun Jul 14 23:27:54 GMT 2024","3124","","","","","","@UI Locator",""
